C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2020/01/07,00:05:08,0000000317410207,DEMAND,0000000317410030
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",NSW1,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",NSW1,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLD1,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLD1,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLDC,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLDC,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLDN,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLDN,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLDS,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",QLDS,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",SA1,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",SA1,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",TAS1,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",TAS1,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",TASN,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",TASN,0,0.6,SATELLITE,"2019/12/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",TASS,0,0.6,SATELLITE,"2019/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",TASS,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",VIC1,0,1,MEASUREMENT,"2019/12/01 00:50:49"
D,ROOFTOP,ACTUAL,2,"2019/12/01 00:30:00",VIC1,0,0.6,SATELLITE,"2019/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",NSW1,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",NSW1,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLD1,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLD1,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLDC,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLDC,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLDN,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLDN,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLDS,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",QLDS,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",SA1,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",SA1,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",TAS1,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",TAS1,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",TASN,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",TASN,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",TASS,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",TASS,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",VIC1,0,1,MEASUREMENT,"2019/12/01 01:20:38"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:00:00",VIC1,0,0.6,SATELLITE,"2019/12/01 01:20:28"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",NSW1,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",NSW1,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLD1,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLD1,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLDC,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLDC,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLDN,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLDN,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLDS,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",QLDS,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",SA1,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",SA1,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",TAS1,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",TAS1,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",TASN,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",TASN,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",TASS,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",TASS,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",VIC1,0,0.6,SATELLITE,"2019/12/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2019/12/01 01:30:00",VIC1,0,1,MEASUREMENT,"2019/12/01 01:50:42"
D,ROOFTOP,ACTUAL,2,"2019/12/01 02:00:00",NSW1,0,0.6,SATELLITE,"2019/12/01 02:20:31"
D,ROOFTOP,ACTUAL,2,"2019/12/01 02:00:00",NSW1,0,1,MEASUREMENT,"2019/12/01 02:20:41"
D,ROOFTOP,ACTUAL,2,"2019/12/01 02:00:00",QLD1,0,1,MEASUREMENT,"2019/12/01 02:20:41"
