C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2022/05/07,04:35:21,0000000362548538,DEMAND,0000000362548364
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",NSW1,0,1,MEASUREMENT,"2022/04/01 00:49:48"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",NSW1,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLD1,0,1,MEASUREMENT,"2022/04/01 00:49:48"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLD1,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLDC,0,1,MEASUREMENT,"2022/04/01 00:49:48"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLDC,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLDN,0,1,MEASUREMENT,"2022/04/01 00:49:48"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLDN,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLDS,0,1,MEASUREMENT,"2022/04/01 00:49:49"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",QLDS,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",SA1,0,1,MEASUREMENT,"2022/04/01 00:49:49"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",SA1,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",TAS1,0,1,MEASUREMENT,"2022/04/01 00:49:49"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",TAS1,0,0.6,SATELLITE,"2022/04/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",TASN,0,1,MEASUREMENT,"2022/04/01 00:49:49"
D,ROOFTOP,ACTUAL,2,"2022/04/01 00:30:00",TASN,0,0.6,SATELLITE,"2022/04/01 00:50:29"
