C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2021/04/07,03:00:10,0000000339432144,DEMAND,0000000339431975
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",NSW1,0,1,MEASUREMENT,"2021/03/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",NSW1,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLD1,0,1,MEASUREMENT,"2021/03/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLD1,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLDC,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLDC,0,1,MEASUREMENT,"2021/03/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLDN,0,1,MEASUREMENT,"2021/03/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLDN,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLDS,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",QLDS,0,1,MEASUREMENT,"2021/03/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",SA1,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",SA1,0,1,MEASUREMENT,"2021/03/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",TAS1,0,1,MEASUREMENT,"2021/03/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",TAS1,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",TASN,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",TASN,0,1,MEASUREMENT,"2021/03/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",TASS,0,1,MEASUREMENT,"2021/03/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",TASS,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",VIC1,0,1,MEASUREMENT,"2021/03/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2021/03/01 00:30:00",VIC1,0,0.6,SATELLITE,"2021/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2021/03/01 01:00:00",NSW1,0,1,MEASUREMENT,"2021/03/01 01:20:26"
