C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/24,15:30:02,0000000397981051,DEMAND,0000000397981051
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",NSW1,2674.782,0.7,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",QLD1,1985.594,1,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",QLDC,224.744,1,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",QLDN,470.359,0.7,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",QLDS,1290.491,1,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",SA1,1241.609,0.7,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",TAS1,121.401,1,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",TASN,52.466,1,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",TASS,68.805,1,MEASUREMENT,"2023/09/24 15:19:08"
D,ROOFTOP,ACTUAL,2,"2023/09/24 15:00:00",VIC1,1973.366,1,MEASUREMENT,"2023/09/24 15:19:08"
C,"END OF REPORT",13
