C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/08/06,11:30:02,0000000393888516,DEMAND,0000000393888515
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",NSW1,1675.577,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",QLD1,1951.485,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",QLDC,206.308,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",QLDN,459.816,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",QLDS,1285.361,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",SA1,626.516,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",TAS1,77.074,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",TASN,49.109,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",TASS,27.965,0.6,SATELLITE,"2023/08/06 11:20:25"
D,ROOFTOP,ACTUAL,2,"2023/08/06 11:00:00",VIC1,1065.508,0.6,SATELLITE,"2023/08/06 11:20:25"
C,"END OF REPORT",13
