C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/03/07,13:30:02,0000000413047268,DEMAND,0000000413047267
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",NSW1,3488.978,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",QLD1,3394.258,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",QLDC,336.827,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",QLDN,453.687,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",QLDS,2603.744,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",SA1,1624.017,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",TAS1,185.488,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",TASN,99.272,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",TASS,86.215,0.6,SATELLITE,"2024/03/07 13:20:21"
D,ROOFTOP,ACTUAL,2,"2024/03/07 13:00:00",VIC1,2921.759,0.6,SATELLITE,"2024/03/07 13:20:22"
C,"END OF REPORT",13
