C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/11,18:00:03,0000000408161248,DEMAND,0000000408161247
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",NSW1,1018.013,0.6,SATELLITE,"2024/01/11 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",QLD1,815.304,0.6,SATELLITE,"2024/01/11 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",QLDC,85.421,0.6,SATELLITE,"2024/01/11 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",QLDN,96.753,0.6,SATELLITE,"2024/01/11 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",QLDS,633.129,0.6,SATELLITE,"2024/01/11 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",SA1,871.082,0.6,SATELLITE,"2024/01/11 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",TAS1,85.154,0.6,SATELLITE,"2024/01/11 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",TASN,47.596,0.6,SATELLITE,"2024/01/11 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",TASS,37.558,0.6,SATELLITE,"2024/01/11 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/01/11 17:30:00",VIC1,1284.972,0.6,SATELLITE,"2024/01/11 17:50:23"
C,"END OF REPORT",13
