C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/01,14:30:03,0000000386167028,DEMAND,0000000386167027
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",NSW1,1684.436,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",QLD1,2362.914,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",QLDC,236.875,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",QLDN,360.844,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",QLDS,1765.194,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",SA1,591.41,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",TAS1,26.23,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",TASN,17.55,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",TASS,8.68,0.6,SATELLITE,"2023/05/01 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/05/01 14:00:00",VIC1,828.093,0.6,SATELLITE,"2023/05/01 14:20:22"
C,"END OF REPORT",13
