C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/26,11:00:02,0000000403524762,DEMAND,0000000403524761
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",NSW1,4010.542,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",QLD1,2737.345,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",QLDC,137.638,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",QLDN,357.452,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",QLDS,2242.254,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",SA1,633.314,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",TAS1,43.21,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",TASN,25.493,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",TASS,17.717,0.6,SATELLITE,"2023/11/26 10:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/26 10:30:00",VIC1,864.867,0.6,SATELLITE,"2023/11/26 10:50:24"
C,"END OF REPORT",13
