C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/05,07:00:02,0000000401520028,DEMAND,0000000401520028
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",NSW1,255.558,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",QLD1,360.162,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",QLDC,39.094,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",QLDN,42.63,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",QLDS,278.439,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",SA1,68.04,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",TAS1,24.1,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",TASN,12.7,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",TASS,11.4,1,MEASUREMENT,"2023/11/05 06:49:16"
D,ROOFTOP,ACTUAL,2,"2023/11/05 06:30:00",VIC1,342.418,1,MEASUREMENT,"2023/11/05 06:49:16"
C,"END OF REPORT",13
