C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/08,19:00:01,0000000407915818,DEMAND,0000000407915818
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",NSW1,242.464,1,MEASUREMENT,"2024/01/08 18:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",QLD1,90.543,1,MEASUREMENT,"2024/01/08 18:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",QLDC,13.493,1,MEASUREMENT,"2024/01/08 18:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",QLDN,23.951,1,MEASUREMENT,"2024/01/08 18:49:18"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",QLDS,53.099,1,MEASUREMENT,"2024/01/08 18:49:18"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",SA1,241,1,MEASUREMENT,"2024/01/08 18:49:18"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",TAS1,21.869,1,MEASUREMENT,"2024/01/08 18:49:18"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",TASN,10.239,1,MEASUREMENT,"2024/01/08 18:49:18"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",TASS,11.615,1,MEASUREMENT,"2024/01/08 18:49:18"
D,ROOFTOP,ACTUAL,2,"2024/01/08 18:30:00",VIC1,186.155,1,MEASUREMENT,"2024/01/08 18:49:18"
C,"END OF REPORT",13
