C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/21,17:00:02,0000000397751785,DEMAND,0000000397751784
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",NSW1,931.085,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",QLD1,1033.463,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",QLDC,100.147,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",QLDN,229.528,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",QLDS,703.787,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",SA1,656.353,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",TAS1,41.382,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",TASN,25.852,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",TASS,15.531,0.6,SATELLITE,"2023/09/21 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/21 16:30:00",VIC1,692.69,0.6,SATELLITE,"2023/09/21 16:50:21"
C,"END OF REPORT",13
