C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/03,17:00:01,0000000410145834,DEMAND,0000000410145833
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",NSW1,2192.637,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",QLD1,1814.42,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",QLDC,181.884,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",QLDN,350.639,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",QLDS,1281.897,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",SA1,1214.374,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",TAS1,122.159,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",TASN,67.332,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",TASS,54.827,0.6,SATELLITE,"2024/02/03 16:50:19"
D,ROOFTOP,ACTUAL,2,"2024/02/03 16:30:00",VIC1,1944.31,0.6,SATELLITE,"2024/02/03 16:50:19"
C,"END OF REPORT",13
