C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/17,16:30:02,0000000411359442,DEMAND,0000000411359441
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",NSW1,1756.155,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",QLD1,1859.673,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",QLDC,147.427,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",QLDN,181.924,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",QLDS,1530.323,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",SA1,1266.201,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",TAS1,131.334,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",TASN,74.829,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",TASS,56.505,0.6,SATELLITE,"2024/02/17 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/02/17 16:00:00",VIC1,1982.148,0.6,SATELLITE,"2024/02/17 16:20:24"
C,"END OF REPORT",13
