C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/07/08,14:30:03,0000000391463974,DEMAND,0000000391463973
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",NSW1,1663.363,0.6,SATELLITE,"2023/07/08 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",QLD1,2183.386,0.6,SATELLITE,"2023/07/08 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",QLDC,213.178,0.6,SATELLITE,"2023/07/08 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",QLDN,419.55,0.6,SATELLITE,"2023/07/08 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",QLDS,1550.658,0.6,SATELLITE,"2023/07/08 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",SA1,579.364,0.6,SATELLITE,"2023/07/08 14:20:22"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",TAS1,44.14,0.6,SATELLITE,"2023/07/08 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",TASN,21.348,0.6,SATELLITE,"2023/07/08 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",TASS,22.792,0.6,SATELLITE,"2023/07/08 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/08 14:00:00",VIC1,924.271,0.6,SATELLITE,"2023/07/08 14:20:23"
C,"END OF REPORT",13
