C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/03/20,07:00:01,0000000414183509,DEMAND,0000000414183509
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",NSW1,51.702,1,MEASUREMENT,"2024/03/20 06:49:17"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",QLD1,89.096,1,MEASUREMENT,"2024/03/20 06:49:17"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",QLDC,6.842,1,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",QLDN,1.645,1,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",QLDS,80.608,0.7,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",SA1,0,1,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",TAS1,0.021,1,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",TASN,0.013,1,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",TASS,0.008,1,MEASUREMENT,"2024/03/20 06:49:18"
D,ROOFTOP,ACTUAL,2,"2024/03/20 06:30:00",VIC1,0.367,1,MEASUREMENT,"2024/03/20 06:49:18"
C,"END OF REPORT",13
