C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/22,16:00:02,0000000400296282,DEMAND,0000000400296281
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",NSW1,2400.958,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",QLD1,2201.573,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",QLDC,213.653,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",QLDN,410.744,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",QLDS,1577.176,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",SA1,1100.979,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",TAS1,87.299,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",TASN,44.069,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",TASS,43.23,0.6,SATELLITE,"2023/10/22 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 15:30:00",VIC1,516.283,0.6,SATELLITE,"2023/10/22 15:50:21"
C,"END OF REPORT",13
