C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/24,13:00:02,0000000400479557,DEMAND,0000000400479556
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",NSW1,4492.023,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",QLD1,4177.132,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",QLDC,400.83,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",QLDN,682.246,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",QLDS,3094.057,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",SA1,1408.91,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",TAS1,109.624,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",TASN,39.695,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",TASS,69.93,0.6,SATELLITE,"2023/10/24 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 12:30:00",VIC1,2417.359,0.6,SATELLITE,"2023/10/24 12:50:27"
C,"END OF REPORT",13
