C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/03,13:00:02,0000000396229429,DEMAND,0000000396229428
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",NSW1,3293.275,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",QLD1,2924.75,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",QLDC,259.338,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",QLDN,547.3,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",QLDS,2118.112,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",SA1,1299.224,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",TAS1,98.412,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",TASN,37.197,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",TASS,61.215,0.6,SATELLITE,"2023/09/03 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/03 12:30:00",VIC1,2285.852,0.6,SATELLITE,"2023/09/03 12:50:25"
C,"END OF REPORT",13
