C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/18,15:30:02,0000000408745100,DEMAND,0000000408745099
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",NSW1,3335.585,0.6,SATELLITE,"2024/01/18 15:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",QLD1,2122.377,0.6,SATELLITE,"2024/01/18 15:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",QLDC,207.555,0.6,SATELLITE,"2024/01/18 15:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",QLDN,187.351,0.6,SATELLITE,"2024/01/18 15:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",QLDS,1727.47,0.6,SATELLITE,"2024/01/18 15:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",SA1,1653.129,0.6,SATELLITE,"2024/01/18 15:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",TAS1,78.269,0.6,SATELLITE,"2024/01/18 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",TASN,57.386,0.6,SATELLITE,"2024/01/18 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",TASS,20.883,0.6,SATELLITE,"2024/01/18 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/01/18 15:00:00",VIC1,1810.353,0.6,SATELLITE,"2024/01/18 15:20:23"
C,"END OF REPORT",13
