C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/12/10,06:00:01,0000000405074304,DEMAND,0000000405074303
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",NSW1,212.545,0.6,SATELLITE,"2023/12/10 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",QLD1,200.486,0.6,SATELLITE,"2023/12/10 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",QLDC,14.58,0.6,SATELLITE,"2023/12/10 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",QLDN,3.617,0.6,SATELLITE,"2023/12/10 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",QLDS,182.289,0.6,SATELLITE,"2023/12/10 05:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",SA1,5.146,0.6,SATELLITE,"2023/12/10 05:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",TAS1,17.752,0.6,SATELLITE,"2023/12/10 05:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",TASN,7.897,0.6,SATELLITE,"2023/12/10 05:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",TASS,9.855,0.6,SATELLITE,"2023/12/10 05:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/10 05:30:00",VIC1,41.126,0.6,SATELLITE,"2023/12/10 05:50:23"
C,"END OF REPORT",13
