C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/10,09:00:01,0000000410722987,DEMAND,0000000410722987
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",NSW1,1251.03,1,MEASUREMENT,"2024/02/10 08:49:20"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",QLD1,1474.912,1,MEASUREMENT,"2024/02/10 08:49:20"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",QLDC,239.179,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",QLDN,301.374,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",QLDS,934.358,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",SA1,526.897,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",TAS1,78.433,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",TASN,40.269,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",TASS,38.155,1,MEASUREMENT,"2024/02/10 08:49:21"
D,ROOFTOP,ACTUAL,2,"2024/02/10 08:30:00",VIC1,1318.473,1,MEASUREMENT,"2024/02/10 08:49:21"
C,"END OF REPORT",13
