C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/10,07:00:02,0000000401933544,DEMAND,0000000401933543
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",NSW1,946.252,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",QLD1,597.03,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",QLDC,95.009,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",QLDN,85.367,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",QLDS,416.655,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",SA1,155.049,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",TAS1,45.902,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",TASN,22.945,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",TASS,22.958,0.6,SATELLITE,"2023/11/10 06:50:25"
D,ROOFTOP,ACTUAL,2,"2023/11/10 06:30:00",VIC1,550.629,0.6,SATELLITE,"2023/11/10 06:50:25"
C,"END OF REPORT",13
