C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/22,18:00:02,0000000400303765,DEMAND,0000000400303764
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",NSW1,525.59,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",QLD1,354.194,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",QLDC,33.568,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",QLDN,92.24,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",QLDS,228.386,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",SA1,480.484,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",TAS1,25.512,0.6,SATELLITE,"2023/10/22 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",TASN,13.994,0.6,SATELLITE,"2023/10/22 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",TASS,11.518,0.6,SATELLITE,"2023/10/22 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/10/22 17:30:00",VIC1,310.242,0.6,SATELLITE,"2023/10/22 17:50:22"
C,"END OF REPORT",13
