C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/31,18:30:02,0000000409886215,DEMAND,0000000409886214
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",NSW1,477.495,0.6,SATELLITE,"2024/01/31 18:20:20"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",QLD1,490.836,0.6,SATELLITE,"2024/01/31 18:20:20"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",QLDC,44.315,0.6,SATELLITE,"2024/01/31 18:20:20"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",QLDN,86.501,0.6,SATELLITE,"2024/01/31 18:20:20"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",QLDS,360.02,0.6,SATELLITE,"2024/01/31 18:20:20"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",SA1,635.562,0.6,SATELLITE,"2024/01/31 18:20:21"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",TAS1,40.183,0.6,SATELLITE,"2024/01/31 18:20:21"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",TASN,29.52,0.6,SATELLITE,"2024/01/31 18:20:21"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",TASS,10.663,0.6,SATELLITE,"2024/01/31 18:20:21"
D,ROOFTOP,ACTUAL,2,"2024/01/31 18:00:00",VIC1,854.722,0.6,SATELLITE,"2024/01/31 18:20:21"
C,"END OF REPORT",13
