C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/25,18:30:02,0000000398072919,DEMAND,0000000398072918
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",NSW1,30.029,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",QLD1,30.085,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",QLDC,1.58,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",QLDN,19.587,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",QLDS,8.918,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",SA1,187.931,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",TAS1,4.407,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",TASN,2.726,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",TASS,1.681,0.6,SATELLITE,"2023/09/25 18:20:23"
D,ROOFTOP,ACTUAL,2,"2023/09/25 18:00:00",VIC1,90.808,0.6,SATELLITE,"2023/09/25 18:20:23"
C,"END OF REPORT",13
