C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/11,16:00:02,0000000396902133,DEMAND,0000000396902132
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",NSW1,1903.787,0.6,SATELLITE,"2023/09/11 15:50:27"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",QLD1,1364.25,0.6,SATELLITE,"2023/09/11 15:50:27"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",QLDC,119.356,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",QLDN,309.639,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",QLDS,935.255,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",SA1,983.014,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",TAS1,54.44,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",TASN,43.876,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",TASS,10.564,0.6,SATELLITE,"2023/09/11 15:50:28"
D,ROOFTOP,ACTUAL,2,"2023/09/11 15:30:00",VIC1,1277.38,0.6,SATELLITE,"2023/09/11 15:50:28"
C,"END OF REPORT",13
