C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/06/02,16:00:03,0000000388635260,DEMAND,0000000388635259
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",NSW1,825.152,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",QLD1,1010.52,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",QLDC,102.105,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",QLDN,196.028,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",QLDS,712.387,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",SA1,318.372,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",TAS1,27.621,0.6,SATELLITE,"2023/06/02 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",TASN,16.079,0.6,SATELLITE,"2023/06/02 15:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",TASS,11.542,0.6,SATELLITE,"2023/06/02 15:50:22"
D,ROOFTOP,ACTUAL,2,"2023/06/02 15:30:00",VIC1,542.203,0.6,SATELLITE,"2023/06/02 15:50:22"
C,"END OF REPORT",13
