C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/27,13:30:01,0000000398222852,DEMAND,0000000398222851
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",NSW1,3302.09,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",QLD1,3700.165,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",QLDC,352.556,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",QLDN,586.301,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",QLDS,2761.309,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",SA1,1519.447,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",TAS1,143.682,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",TASN,87.027,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",TASS,56.655,0.6,SATELLITE,"2023/09/27 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/27 13:00:00",VIC1,2101.4,0.6,SATELLITE,"2023/09/27 13:20:21"
C,"END OF REPORT",13
