C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/15,11:30:01,0000000411166507,DEMAND,0000000411166506
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",NSW1,1772.558,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",QLD1,1939.782,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",QLDC,220.865,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",QLDN,423.119,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",QLDS,1295.797,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",SA1,1551.568,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",TAS1,172.033,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",TASN,88.571,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",TASS,83.463,0.6,SATELLITE,"2024/02/15 11:20:27"
D,ROOFTOP,ACTUAL,2,"2024/02/15 11:00:00",VIC1,2952.941,0.6,SATELLITE,"2024/02/15 11:20:27"
C,"END OF REPORT",13
