C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/21,07:30:02,0000000411670367,DEMAND,0000000411670367
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",NSW1,468.711,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",QLD1,613.123,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",QLDC,46.08,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",QLDN,53.195,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",QLDS,513.848,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",SA1,25.609,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",TAS1,13.777,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",TASN,6.358,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",TASS,7.407,1,MEASUREMENT,"2024/02/21 07:19:22"
D,ROOFTOP,ACTUAL,2,"2024/02/21 07:00:00",VIC1,192.598,1,MEASUREMENT,"2024/02/21 07:19:22"
C,"END OF REPORT",13
