C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/07,13:00:02,0000000396564023,DEMAND,0000000396564023
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",NSW1,3524.874,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",QLD1,3124.048,1,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",QLDC,305.311,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",QLDN,315.137,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",QLDS,2503.6,1,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",SA1,831.593,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",TAS1,123.591,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",TASN,70.259,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",TASS,53.393,0.7,MEASUREMENT,"2023/09/07 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/07 12:30:00",VIC1,1442.723,0.7,MEASUREMENT,"2023/09/07 12:49:09"
C,"END OF REPORT",13
