C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/28,07:30:02,0000000409582566,DEMAND,0000000409582566
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",NSW1,683.085,1,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",QLD1,165.429,0.7,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",QLDC,46.634,1,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",QLDN,56.554,0.7,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",QLDS,62.241,0.7,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",SA1,83.963,1,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",TAS1,35.702,1,MEASUREMENT,"2024/01/28 07:19:12"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",TASN,21.493,1,MEASUREMENT,"2024/01/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",TASS,14.246,1,MEASUREMENT,"2024/01/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:00:00",VIC1,381.348,1,MEASUREMENT,"2024/01/28 07:19:13"
C,"END OF REPORT",13
