C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/06/17,12:00:01,0000000389799941,DEMAND,0000000389799941
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",NSW1,2623.235,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",QLD1,2560.354,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",QLDC,219.832,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",QLDN,315.467,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",QLDS,2025.055,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",SA1,350.371,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",TAS1,66.885,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",TASN,22.932,1,MEASUREMENT,"2023/06/17 11:49:15"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",TASS,43.816,1,MEASUREMENT,"2023/06/17 11:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/17 11:30:00",VIC1,1377.532,1,MEASUREMENT,"2023/06/17 11:49:16"
C,"END OF REPORT",13
