C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/24,12:30:02,0000000411965130,DEMAND,0000000411965130
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",NSW1,1905.977,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",QLD1,2362.318,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",QLDC,237.51,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",QLDN,349.508,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",QLDS,1775.299,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",SA1,1513.794,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",TAS1,220.684,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",TASN,115.57,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",TASS,105.119,1,MEASUREMENT,"2024/02/24 12:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/24 12:00:00",VIC1,2524.985,1,MEASUREMENT,"2024/02/24 12:19:15"
C,"END OF REPORT",13
