C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/26,08:00:02,0000000403512164,DEMAND,0000000403512163
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",NSW1,1864.871,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",QLD1,1766.199,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",QLDC,131.237,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",QLDN,146.851,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",QLDS,1488.111,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",SA1,316.447,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",TAS1,29.364,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",TASN,15.404,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",TASS,13.96,0.6,SATELLITE,"2023/11/26 07:50:27"
D,ROOFTOP,ACTUAL,2,"2023/11/26 07:30:00",VIC1,481.862,0.6,SATELLITE,"2023/11/26 07:50:27"
C,"END OF REPORT",13
